FED,Province_Territory,All_Households,Avg_Income,Median_Income,SE_Avg_Income,Income,Count,right_edges,fit,warn,gini,fed_avg_income,fed_median_income
Saint-Jean,Quebec,29480,22062,19399,255,X15000_19999,4405,19999,,FALSE,0.38619831923774417,22062,19399
Saint-Jean,Quebec,29480,22062,19399,255,X20000_24999,4090,24999,,FALSE,0.38619831923774417,22062,19399
Saint-Jean,Quebec,29480,22062,19399,255,X25000_29999,3275,29999,,FALSE,0.38619831923774417,22062,19399
Saint-Jean,Quebec,29480,22062,19399,255,X30000_39999,3635,39999,,FALSE,0.38619831923774417,22062,19399
Saint-Jean,Quebec,29480,22062,19399,255,X40000_and_over,2625,Inf,,FALSE,0.38619831923774417,22062,19399
Saint-Léonard-Anjou,Quebec,42410,26915,24919,155,Under_5000,2985,5000,,FALSE,0.3907176737649867,26915,24919
Saint-Léonard-Anjou,Quebec,42410,26915,24919,155,X5000_9999,4825,9999,,FALSE,0.3907176737649867,26915,24919
Saint-Léonard-Anjou,Quebec,42410,26915,24919,155,X10000_14999,4625,14999,,FALSE,0.3907176737649867,26915,24919
Saint-Léonard-Anjou,Quebec,42410,26915,24919,155,X15000_19999,5965,19999,,FALSE,0.3907176737649867,26915,24919
Saint-Léonard-Anjou,Quebec,42410,26915,24919,155,X20000_24999,6075,24999,,FALSE,0.3907176737649867,26915,24919
Saint-Léonard-Anjou,Quebec,42410,26915,24919,155,X25000_29999,5310,29999,,FALSE,0.3907176737649867,26915,24919
Saint-Léonard-Anjou,Quebec,42410,26915,24919,155,X30000_39999,7495,39999,,FALSE,0.3907176737649867,26915,24919
Saint-Léonard-Anjou,Quebec,42410,26915,24919,155,X40000_and_over,6085,Inf,,FALSE,0.3907176737649867,26915,24919
Saint-Maurice,Quebec,23785,17662,17937,188,Under_5000,2670,5000,,FALSE,0.3550773024398056,17662,17937
Saint-Maurice,Quebec,23785,17662,17937,188,X5000_9999,3980,9999,,FALSE,0.3550773024398056,17662,17937
Saint-Maurice,Quebec,23785,17662,17937,188,X10000_14999,3475,14999,,FALSE,0.3550773024398056,17662,17937
Saint-Maurice,Quebec,23785,17662,17937,188,X15000_19999,3230,19999,,FALSE,0.3550773024398056,17662,17937
Saint-Maurice,Quebec,23785,17662,17937,188,X20000_24999,3545,24999,,FALSE,0.3550773024398056,17662,17937
Saint-Maurice,Quebec,23785,17662,17937,188,X25000_29999,2615,29999,,FALSE,0.3550773024398056,17662,17937
Saint-Maurice,Quebec,23785,17662,17937,188,X30000_39999,2460,39999,,FALSE,0.3550773024398056,17662,17937
Saint-Maurice,Quebec,23785,17662,17937,188,X40000_and_over,1810,Inf,,FALSE,0.3550773024398056,17662,17937
Saint-Michel,Quebec,29195,21345,18753,185,Under_5000,5480,5000,,FALSE,0.4560632488077243,21345,18753
Saint-Michel,Quebec,29195,21345,18753,185,X5000_9999,4235,9999,,FALSE,0.4560632488077243,21345,18753
Saint-Michel,Quebec,29195,21345,18753,185,X10000_14999,4215,14999,,FALSE,0.4560632488077243,21345,18753
Saint-Michel,Quebec,29195,21345,18753,185,X15000_19999,4285,19999,,FALSE,0.4560632488077243,21345,18753
Saint-Michel,Quebec,29195,21345,18753,185,X20000_24999,3725,24999,,FALSE,0.4560632488077243,21345,18753
Saint-Michel,Quebec,29195,21345,18753,185,X25000_29999,3105,29999,,FALSE,0.4560632488077243,21345,18753
Saint-Michel,Quebec,29195,21345,18753,185,X30000_39999,3600,39999,,FALSE,0.4560632488077243,21345,18753
Saint-Michel,Quebec,29195,21345,18753,185,X40000_and_over,3080,Inf,,FALSE,0.4560632488077243,21345,18753
Shefford,Quebec,31490,21432,20294,176,Under_5000,2345,5000,,FALSE,0.3412174947272245,21432,20294
Shefford,Quebec,31490,21432,20294,176,X5000_9999,4380,9999,,FALSE,0.3412174947272245,21432,20294
Shefford,Quebec,31490,21432,20294,176,X10000_14999,3760,14999,,FALSE,0.3412174947272245,21432,20294
Shefford,Quebec,31490,21432,20294,176,X15000_19999,5000,19999,,FALSE,0.3412174947272245,21432,20294
Shefford,Quebec,31490,21432,20294,176,X20000_24999,4690,24999,,FALSE,0.3412174947272245,21432,20294
Shefford,Quebec,31490,21432,20294,176,X25000_29999,3730,29999,,FALSE,0.3412174947272245,21432,20294
Shefford,Quebec,31490,21432,20294,176,X30000_39999,3805,39999,,FALSE,0.3412174947272245,21432,20294
Shefford,Quebec,31490,21432,20294,176,X40000_and_over,2765,Inf,,FALSE,0.3412174947272245,21432,20294
Sherbrooke,Quebec,29265,20284,16548,153,Under_5000,3795,5000,,FALSE,0.40234653907319173,20284,16548
Sherbrooke,Quebec,29265,20284,16548,153,X5000_9999,5150,9999,,FALSE,0.40234653907319173,20284,16548
Sherbrooke,Quebec,29265,20284,16548,153,X10000_14999,3690,14999,,FALSE,0.40234653907319173,20284,16548
Sherbrooke,Quebec,29265,20284,16548,153,X15000_19999,4405,19999,,FALSE,0.40234653907319173,20284,16548
Sherbrooke,Quebec,29265,20284,16548,153,X20000_24999,4000,24999,,FALSE,0.40234653907319173,20284,16548
Sherbrooke,Quebec,29265,20284,16548,153,X25000_29999,2650,29999,,FALSE,0.40234653907319173,20284,16548
Sherbrooke,Quebec,29265,20284,16548,153,X30000_39999,3220,39999,,FALSE,0.40234653907319173,20284,16548
Sherbrooke,Quebec,29265,20284,16548,153,X40000_and_over,2895,Inf,,FALSE,0.40234653907319173,20284,16548
Témiscamingue,Quebec,24940,21421,18856,203,Under_5000,2695,5000,,FALSE,0.34574811532338634,21421,18856
Témiscamingue,Quebec,24940,21421,18856,203,X5000_9999,2695,9999,,FALSE,0.34574811532338634,21421,18856
Témiscamingue,Quebec,24940,21421,18856,203,X10000_14999,3255,14999,,FALSE,0.34574811532338634,21421,18856
Témiscamingue,Quebec,24940,21421,18856,203,X15000_19999,3255,19999,,FALSE,0.34574811532338634,21421,18856
Témiscamingue,Quebec,24940,21421,18856,203,X20000_24999,3220,24999,,FALSE,0.34574811532338634,21421,18856
Témiscamingue,Quebec,24940,21421,18856,203,X25000_29999,2670,29999,,FALSE,0.34574811532338634,21421,18856
Témiscamingue,Quebec,24940,21421,18856,203,X30000_39999,3150,39999,,FALSE,0.34574811532338634,21421,18856
Témiscamingue,Quebec,24940,21421,18856,203,X40000_and_over,3150,Inf,,FALSE,0.34574811532338634,21421,18856
Terrebonne,Quebec,40405,29241,25241,147,Under_5000,2305,5000,,FALSE,0.34993086768915627,29241,25241
Terrebonne,Quebec,40405,29241,25241,147,X5000_9999,3565,9999,,FALSE,0.34993086768915627,29241,25241
Terrebonne,Quebec,40405,29241,25241,147,X10000_14999,3860,14999,,FALSE,0.34993086768915627,29241,25241
Terrebonne,Quebec,40405,29241,25241,147,X15000_19999,5175,19999,,FALSE,0.34993086768915627,29241,25241
Terrebonne,Quebec,40405,29241,25241,147,X20000_24999,5935,24999,,FALSE,0.34993086768915627,29241,25241
Terrebonne,Quebec,40405,29241,25241,147,X25000_29999,5450,29999,,FALSE,0.34993086768915627,29241,25241
Terrebonne,Quebec,40405,29241,25241,147,X30000_39999,7830,39999,,FALSE,0.34993086768915627,29241,25241
Terrebonne,Quebec,40405,29241,25241,147,X40000_and_over,9285,Inf,,FALSE,0.34993086768915627,29241,25241
Trois-Rivières,Quebec,25820,20665,17666,213,Under_5000,2105,5000,,TRUE,0.31568603345518187,20665,17666
Trois-Rivières,Quebec,25820,20665,17666,213,X5000_9999,3580,9999,,TRUE,0.31568603345518187,20665,17666
Trois-Rivières,Quebec,25820,20665,17666,213,X10000_14999,3580,14999,,TRUE,0.31568603345518187,20665,17666
Trois-Rivières,Quebec,25820,20665,17666,213,X15000_19999,4555,19999,,TRUE,0.31568603345518187,20665,17666
Trois-Rivières,Quebec,25820,20665,17666,213,X20000_24999,4550,24999,,TRUE,0.31568603345518187,20665,17666
Trois-Rivières,Quebec,25820,20665,17666,213,X25000_29999,3805,29999,,TRUE,0.31568603345518187,20665,17666
Trois-Rivières,Quebec,25820,20665,17666,213,X30000_39999,3895,39999,,TRUE,0.31568603345518187,20665,17666
Trois-Rivières,Quebec,25820,20665,17666,213,X40000_and_over,2550,Inf,,TRUE,0.31568603345518187,20665,17666
Vaudreuil,Quebec,39875,28332,25932,197,Under_5000,2270,5000,,FALSE,0.3368372378854241,28332,25932
Vaudreuil,Quebec,39875,28332,25932,197,X5000_9999,3370,9999,,FALSE,0.3368372378854241,28332,25932
Vaudreuil,Quebec,39875,28332,25932,197,X10000_14999,3550,14999,,FALSE,0.3368372378854241,28332,25932
Vaudreuil,Quebec,39875,28332,25932,197,X15000_19999,4470,19999,,FALSE,0.3368372378854241,28332,25932
Vaudreuil,Quebec,39875,28332,25932,197,X20000_24999,5235,24999,,FALSE,0.3368372378854241,28332,25932
Vaudreuil,Quebec,39875,28332,25932,197,X25000_29999,4980,29999,,FALSE,0.3368372378854241,28332,25932
Vaudreuil,Quebec,39875,28332,25932,197,X30000_39999,7980,39999,,FALSE,0.3368372378854241,28332,25932
Vaudreuil,Quebec,39875,28332,25932,197,X40000_and_over,8030,Inf,,FALSE,0.3368372378854241,28332,25932
Verchères,Quebec,37085,28725,25932,193,Under_5000,2270,5000,,FALSE,0.33997164389933454,28725,25932
Verchères,Quebec,37085,28725,25932,193,X5000_9999,2710,9999,,FALSE,0.33997164389933454,28725,25932
Verchères,Quebec,37085,28725,25932,193,X10000_14999,2975,14999,,FALSE,0.33997164389933454,28725,25932
Verchères,Quebec,37085,28725,25932,193,X15000_19999,3785,19999,,FALSE,0.33997164389933454,28725,25932
Verchères,Quebec,37085,28725,25932,193,X20000_24999,5120,24999,,FALSE,0.33997164389933454,28725,25932
Verchères,Quebec,37085,28725,25932,193,X25000_29999,5110,29999,,FALSE,0.33997164389933454,28725,25932
Verchères,Quebec,37085,28725,25932,193,X30000_39999,5785,39999,,FALSE,0.33997164389933454,28725,25932
Verchères,Quebec,37085,28725,25932,193,X40000_and_over,8030,Inf,,FALSE,0.33997164389933454,28725,25932
Verdun-Saint-Paul,Quebec,30830,19490,16827,174,Under_5000,4230,5000,,FALSE,0.36478160116937297,19490,16827
Verdun-Saint-Paul,Quebec,30830,19490,16827,174,X5000_9999,4935,9999,,FALSE,0.36478160116937297,19490,16827
Verdun-Saint-Paul,Quebec,30830,19490,16827,174,X10000_14999,4635,14999,,FALSE,0.36478160116937297,19490,16827
Verdun-Saint-Paul,Quebec,30830,19490,16827,174,X15000_19999,4470,19999,,FALSE,0.36478160116937297,19490,16827
Verdun-Saint-Paul,Quebec,30830,19490,16827,174,X20000_24999,3815,24999,,FALSE,0.36478160116937297,19490,16827
Verdun-Saint-Paul,Quebec,30830,19490,16827,174,X25000_29999,2790,29999,,FALSE,0.36478160116937297,19490,16827
Verdun-Saint-Paul,Quebec,30830,19490,16827,174,X30000_39999,3475,39999,,FALSE,0.36478160116937297,19490,16827
Verdun-Saint-Paul,Quebec,30830,19490,16827,174,X40000_and_over,7735,Inf,,FALSE,0.36478160116937297,19490,16827
Algoma,Ontario,24805,23709,22599,212,Under_5000,1810,5000,,FALSE,0.3408106721320099,23709,22599
Algoma,Ontario,24805,23709,22599,212,X5000_9999,3270,9999,,FALSE,0.3408106721320099,23709,22599
Algoma,Ontario,24805,23709,22599,212,X10000_14999,2650,14999,,FALSE,0.3408106721320099,23709,22599
Algoma,Ontario,24805,23709,22599,212,X15000_19999,2775,19999,,FALSE,0.3408106721320099,23709,22599
Algoma,Ontario,24805,23709,22599,212,X20000_24999,3675,24999,,FALSE,0.3408106721320099,23709,22599
Algoma,Ontario,24805,23709,22599,212,X25000_29999,3175,29999,,FALSE,0.3408106721320099,23709,22599
Algoma,Ontario,24805,23709,22599,212,X30000_39999,4220,39999,,FALSE,0.3408106721320099,23709,22599
Algoma,Ontario,24805,23709,22599,212,X40000_and_over,3120,Inf,,FALSE,0.3408106721320099,23709,22599
Beaches,Ontario,27130,23792,21486,195,Under_5000,1885,5000,,FALSE,0.36823786205411535,23792,21486
Beaches,Ontario,27130,23792,21486,195,X5000_9999,3670,9999,,FALSE,0.36823786205411535,23792,21486
Beaches,Ontario,27130,23792,21486,195,X10000_14999,3815,14999,,FALSE,0.36823786205411535,23792,21486
Beaches,Ontario,27130,23792,21486,195,X15000_19999,3280,19999,,FALSE,0.36823786205411535,23792,21486
Beaches,Ontario,27130,23792,21486,195,X20000_24999,2900,24999,,FALSE,0.36823786205411535,23792,21486
Beaches,Ontario,27130,23792,21486,195,X25000_29999,2900,29999,,FALSE,0.36823786205411535,23792,21486
Beaches,Ontario,27130,23792,21486,195,X30000_39999,4405,39999,,FALSE,0.36823786205411535,23792,21486
Beaches,Ontario,27130,23792,21486,195,X40000_and_over,3510,Inf,,FALSE,0.36823786205411535,23792,21486
Brampton-Georgetown,Ontario,50905,30465,29403,151,Under_5000,3640,5000,,FALSE,0.39831293977654014,30465,29403
Brampton-Georgetown,Ontario,50905,30465,29403,151,X5000_9999,5030,9999,,FALSE,0.39831293977654014,30465,29403
Brampton-Georgetown,Ontario,50905,30465,29403,151,X10000_14999,6045,14999,,FALSE,0.39831293977654014,30465,29403
Brampton-Georgetown,Ontario,50905,30465,29403,151,X15000_19999,6580,19999,,FALSE,0.39831293977654014,30465,29403
Brampton-Georgetown,Ontario,50905,30465,29403,151,X20000_24999,8560,24999,,FALSE,0.39831293977654014,30465,29403
Brampton-Georgetown,Ontario,50905,30465,29403,151,X25000_29999,6890,29999,,FALSE,0.39831293977654014,30465,29403
Brampton-Georgetown,Ontario,50905,30465,29403,151,X30000_39999,7555,39999,,FALSE,0.39831293977654014,30465,29403
Brampton-Georgetown,Ontario,50905,30465,29403,151,X40000_and_over,13230,Inf,,FALSE,0.39831293977654014,30465,29403
Brant,Ontario,36080,22845,23177,220,Under_5000,1450,5000,,FALSE,0.2982218365862036,22845,23177
Brant,Ontario,36080,22845,23177,220,X5000_9999,5130,9999,,FALSE,0.2982218365862036,22845,23177
Brant,Ontario,36080,22845,23177,220,X10000_14999,5130,14999,,FALSE,0.2982218365862036,22845,23177
Brant,Ontario,36080,22845,23177,220,X15000_19999,3425,19999,,FALSE,0.2982218365862036,22845,23177
Brant,Ontario,36080,22845,23177,220,X20000_24999,4530,24999,,FALSE,0.2982218365862036,22845,23177
Brant,Ontario,36080,22845,23177,220,X25000_29999,5520,29999,,FALSE,0.2982218365862036,22845,23177
Brant,Ontario,36080,22845,23177,220,X30000_39999,5045,39999,,FALSE,0.2982218365862036,22845,23177
Brant,Ontario,36080,22845,23177,220,X40000_and_over,7735,Inf,,FALSE,0.2982218365862036,22845,23177
Broadview-Greenwood,Ontario,26770,22845,22499,201,Under_5000,2190,5000,,FALSE,0.38063496350194315,22845,22499
Broadview-Greenwood,Ontario,26770,22845,22499,201,X5000_9999,3505,9999,,FALSE,0.38063496350194315,22845,22499
Broadview-Greenwood,Ontario,26770,22845,22499,201,X10000_14999,4580,14999,,FALSE,0.38063496350194315,22845,22499
Broadview-Greenwood,Ontario,26770,22845,22499,201,X15000_19999,3820,19999,,FALSE,0.38063496350194315,22845,22499
Broadview-Greenwood,Ontario,26770,22845,22499,201,X20000_24999,3375,24999,,FALSE,0.38063496350194315,22845,22499
Broadview-Greenwood,Ontario,26770,22845,22499,201,X25000_29999,2860,29999,,FALSE,0.38063496350194315,22845,22499
Broadview-Greenwood,Ontario,26770,22845,22499,201,X30000_39999,3375,39999,,FALSE,0.38063496350194315,22845,22499
Broadview-Greenwood,Ontario,26770,22845,22499,201,X40000_and_over,3375,Inf,,FALSE,0.38063496350194315,22845,22499
Bruce-Grey,Ontario,26415,20594,19258,242,Under_5000,4765,5000,,FALSE,0.48112517248844355,20594,19258
Bruce-Grey,Ontario,26415,20594,19258,242,X5000_9999,4005,9999,,FALSE,0.48112517248844355,20594,19258
Bruce-Grey,Ontario,26415,20594,19258,242,X10000_14999,3995,14999,,FALSE,0.48112517248844355,20594,19258
Bruce-Grey,Ontario,26415,20594,19258,242,X15000_19999,3215,19999,,FALSE,0.48112517248844355,20594,19258
Bruce-Grey,Ontario,26415,20594,19258,242,X20000_24999,3000,24999,,FALSE,0.48112517248844355,20594,19258
Bruce-Grey,Ontario,26415,20594,19258,242,X25000_29999,2260,29999,,FALSE,0.48112517248844355,20594,19258
Bruce-Grey,Ontario,26415,20594,19258,242,X30000_39999,2375,39999,,FALSE,0.48112517248844355,20594,19258
Bruce-Grey,Ontario,26415,20594,19258,242,X40000_and_over,2375,Inf,,FALSE,0.48112517248844355,20594,19258
Burlington,Ontario,37885,31673,29209,221,Under_5000,1195,5000,,FALSE,0.31722471974387556,31673,29209
Burlington,Ontario,37885,31673,29209,221,X5000_9999,2675,9999,,FALSE,0.31722471974387556,31673,29209
Burlington,Ontario,37885,31673,29209,221,X10000_14999,2870,14999,,FALSE,0.31722471974387556,31673,29209
Burlington,Ontario,37885,31673,29209,221,X15000_19999,3580,19999,,FALSE,0.31722471974387556,31673,29209
Burlington,Ontario,37885,31673,29209,221,X20000_24999,4680,24999,,FALSE,0.31722471974387556,31673,29209
Burlington,Ontario,37885,31673,29209,221,X25000_29999,4645,29999,,FALSE,0.31722471974387556,31673,29209
Burlington,Ontario,37885,31673,29209,221,X30000_39999,8710,39999,,FALSE,0.31722471974387556,31673,29209
Burlington,Ontario,37885,31673,29209,221,X40000_and_over,9535,Inf,,FALSE,0.31722471974387556,31673,29209
Cambridge,Ontario,27010,23501,21901,215,Under_5000,1460,5000,,FALSE,0.28299885612025,23501,21901
Cambridge,Ontario,27010,23501,21901,215,X5000_9999,1580,9999,,FALSE,0.28299885612025,23501,21901
Cambridge,Ontario,27010,23501,21901,215,X10000_14999,3255,14999,,FALSE,0.28299885612025,23501,21901
Cambridge,Ontario,27010,23501,21901,215,X15000_19999,3610,19999,,FALSE,0.28299885612025,23501,21901
Cambridge,Ontario,27010,23501,21901,215,X20000_24999,4410,24999,,FALSE,0.28299885612025,23501,21901
Cambridge,Ontario,27010,23501,21901,215,X25000_29999,3885,29999,,FALSE,0.28299885612025,23501,21901
Cambridge,Ontario,27010,23501,21901,215,X30000_39999,4240,39999,,FALSE,0.28299885612025,23501,21901
Cambridge,Ontario,27010,23501,21901,215,X40000_and_over,3905,Inf,,FALSE,0.28299885612025,23501,21901
Cochrane-Superior (Supérieur),Ontario,18815,25911,24396,250,Under_5000,1305,5000,,FALSE,0.31280567250514835,25911,24396
Cochrane-Superior (Supérieur),Ontario,18815,25911,24396,250,X5000_9999,1535,9999,,FALSE,0.31280567250514835,25911,24396
Cochrane-Superior (Supérieur),Ontario,18815,25911,24396,250,X10000_14999,1535,14999,,FALSE,0.31280567250514835,25911,24396
Cochrane-Superior (Supérieur),Ontario,18815,25911,24396,250,X15000_19999,2035,19999,,FALSE,0.31280567250514835,25911,24396
Cochrane-Superior (Supérieur),Ontario,18815,25911,24396,250,X20000_24999,2715,24999,,FALSE,0.31280567250514835,25911,24396
Cochrane-Superior (Supérieur),Ontario,18815,25911,24396,250,X25000_29999,2565,29999,,FALSE,0.31280567250514835,25911,24396
Cochrane-Superior (Supérieur),Ontario,18815,25911,24396,250,X30000_39999,3540,39999,,FALSE,0.31280567250514835,25911,24396
Cochrane-Superior (Supérieur),Ontario,18815,25911,24396,250,X40000_and_over,3100,Inf,,FALSE,0.31280567250514835,25911,24396
Davenport,Ontario,21775,22381,20366,198,Under_5000,1435,5000,,FALSE,0.3369109396853981,22381,20366
Davenport,Ontario,21775,22381,20366,198,X5000_9999,2740,9999,,FALSE,0.3369109396853981,22381,20366
Davenport,Ontario,21775,22381,20366,198,X10000_14999,3010,14999,,FALSE,0.3369109396853981,22381,20366
Davenport,Ontario,21775,22381,20366,198,X15000_19999,3440,19999,,FALSE,0.3369109396853981,22381,20366
Davenport,Ontario,21775,22381,20366,198,X20000_24999,3185,24999,,FALSE,0.3369109396853981,22381,20366
Davenport,Ontario,21775,22381,20366,198,X25000_29999,2725,29999,,FALSE,0.3369109396853981,22381,20366
Davenport,Ontario,21775,22381,20366,198,X30000_39999,3010,39999,,FALSE,0.3369109396853981,22381,20366
Davenport,Ontario,21775,22381,20366,198,X40000_and_over,2225,Inf,,FALSE,0.3369109396853981,22381,20366
Don Valley East (Est),Ontario,36035,35480,29754,308,Under_5000,1295,5000,,FALSE,0.36699389496494816,35480,29754
Don Valley East (Est),Ontario,36035,35480,29754,308,X5000_9999,2390,9999,,FALSE,0.36699389496494816,35480,29754
Don Valley East (Est),Ontario,36035,35480,29754,308,X10000_14999,3180,14999,,FALSE,0.36699389496494816,35480,29754
Don Valley East (Est),Ontario,36035,35480,29754,308,X15000_19999,3340,19999,,FALSE,0.36699389496494816,35480,29754
Don Valley East (Est),Ontario,36035,35480,29754,308,X20000_24999,4495,24999,,FALSE,0.36699389496494816,35480,29754
Don Valley East (Est),Ontario,36035,35480,29754,308,X25000_29999,3925,29999,,FALSE,0.36699389496494816,35480,29754
Don Valley East (Est),Ontario,36035,35480,29754,308,X30000_39999,6380,39999,,FALSE,0.36699389496494816,35480,29754
Don Valley East (Est),Ontario,36035,35480,29754,308,X40000_and_over,11450,Inf,,FALSE,0.36699389496494816,35480,29754
Don Valley West (Ouest),Ontario,39350,45925,34279,694,Under_5000,1440,5000,,FALSE,0.5348232729612479,45925,34279
Don Valley West (Ouest),Ontario,39350,45925,34279,694,X5000_9999,3735,9999,,FALSE,0.5348232729612479,45925,34279
Don Valley West (Ouest),Ontario,39350,45925,34279,694,X10000_14999,5065,14999,,FALSE,0.5348232729612479,45925,34279
Don Valley West (Ouest),Ontario,39350,45925,34279,694,X15000_19999,5400,19999,,FALSE,0.5348232729612479,45925,34279
Don Valley West (Ouest),Ontario,39350,45925,34279,694,X20000_24999,4380,24999,,FALSE,0.5348232729612479,45925,34279
Don Valley West (Ouest),Ontario,39350,45925,34279,694,X25000_29999,4380,29999,,FALSE,0.5348232729612479,45925,34279
Don Valley West (Ouest),Ontario,39350,45925,34279,694,X30000_39999,6485,39999,,FALSE,0.5348232729612479,45925,34279
Don Valley West (Ouest),Ontario,39350,45925,34279,694,X40000_and_over,10130,Inf,,FALSE,0.5348232729612479,45925,34279
Durham-Northumberland,Ontario,21315,26185,24728,217,Under_5000,735,5000,,FALSE,0.2620391979686907,26185,24728
Durham-Northumberland,Ontario,21315,26185,24728,217,X5000_9999,1700,9999,,FALSE,0.2620391979686907,26185,24728
Durham-Northumberland,Ontario,21315,26185,24728,217,X10000_14999,2200,14999,,FALSE,0.2620391979686907,26185,24728
